Username,Comment,Time
@stalemoc,dan akhirnya trending lagiii,4 hari yang lalu
@BagusKristanto-m6s,Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener ngebantu finansial.,4 hari yang lalu
@RanggaPutri-i7c,"Baru sehari join ALEXIS⭐17⭐, gue udah dapet cuan jutaan!",4 hari yang lalu
@LestariNugraha-s7d,Gak perlu takut rugi kalo main di ALEXIS⭐17⭐.,4 hari yang lalu
@BellaYunita-h2n,Semua temen gue pada ketagihan sama serunya main di ALEXIS⭐17⭐.,4 hari yang lalu
@AndiDewi-m2e,Tiap hari gue selalu cek update terbaru dari ALEXIS⭐17⭐.,4 hari yang lalu
@EkaPermata-x1g,Emang gak ada yang se-recommended ALEXIS⭐17⭐ deh.,4 hari yang lalu
@AnisaSetiawan-f2f,Gak perlu takut penipuan kalo main di ALEXIS⭐17⭐.,4 hari yang lalu
@RizkySantoso-k4d,Gue rela ninggalin platform lain demi fokus di ALEXIS⭐17⭐.,4 hari yang lalu
@KangOjol1989,pernah gw punya hp lipet 5 pas kena gajlugan lgsg kelindes mobil,4 hari yang lalu
@DediLestari-y2k,Gue rela begadang tiap malem demi ngikutin event di ALEXIS⭐17⭐.,4 hari yang lalu
@JokoPermata-u2k,Gue rela gak jajan sebulan demi nabung di ALEXIS⭐17⭐.,4 hari yang lalu
@FikriPermadi-r8r,Gak perlu khawatir soal duit kalo udah gabung ALEXIS⭐17⭐.,4 hari yang lalu
@rangermerah895,Jujur terlalu lebay hp nya makin ke sini makin gk jelas khusus hp yg lipat 😂,4 hari yang lalu
@acepzamzam,Keren cuy,4 hari yang lalu
@blue-yp4bw,"selagi china belum bisa produksi mesin litografi sendiri, entah itu euv atau ldp atau apapun itu, gua belum yakin pindah ke huawei,",4 hari yang lalu
@emangente5955,Betah di Kamboja bro??? Awas ginjal hilang 😂,4 hari yang lalu
@MaddoxFluther,"Sedikit cerita, gw kerja di salah satu pabrik dan emang kebetulan pabrik gua ngedatengin vendor specialist asli dri cina. Dan dia pake hp ini huawei mate xt, gua udh sempat pinjem dan coba buat buka P&ID dan segala desain proses produksi dan file berat enak bgt liatnya. Dan ini terjadi beberapa bulan lalu sebelum launching di indo, tpi gw ga expect hp ini bakal masuk indo. Tpi ternyata masuk😅",4 hari yang lalu (diedit)
@rudydarmawan4346,Mungkin ini hp android termahal di dunia,4 hari yang lalu
@Ameliaputri-q7x,Aku beli kemarin 55jt an,4 hari yang lalu
@BerburuDurian,Lipat itu cepat rusak,4 hari yang lalu
@ahmadjamalulael,TECHNOLOGIA,4 hari yang lalu
@joyboysz,Solusi buat ortu yg anaknya 3,4 hari yang lalu
@alifakbar45,Ishowspeed pernah review juga,4 hari yang lalu
@DjaenalArifin-c4k,Bang coba hp tecno spark go 1 bg ripyu,4 hari yang lalu
@ihwanpetualang2729,"Pasarnya bukan untuk kaum mendang mending, disisi lain osnya bukan android jadi harus adaptasi lagi, karna 50 juta kalau kalian beliin android samsung dah memuaskan dan android",4 hari yang lalu
@不给糖,这算是中国手机最高工艺了！,4 hari yang lalu
@celoratv,70 juta di MP,4 hari yang lalu
@fengtengjing,Bang review infinix not 50s 5g,4 hari yang lalu
@AslsyKol-un6mp,vivo x200 ultra bng,4 hari yang lalu
@desember154,Mau secanggih apapun sekeren apapun produk China kalah sama barat beda sesembahan dan beda tumbalnya beda ritualnya keluarnya pun beda luxury passion high class itu cuman barat yang bisa bikin ILLUMINATI auranya beda sama klenteng,4 hari yang lalu
@DewiKartika-e1v,"Serius deh, di 💞𝘼LEXIS-17💞 ada fitur notifikasi deposit yang canggih.",4 hari yang lalu
@BellaWijaya-t5d,"Gila sih, di 💞𝘼LEXIS-17💞 ada event lucky spin dengan hadiah liburan ke Gurun Atacama.",4 hari yang lalu
@MegaAyu-i4o,"Gue sih udah anggep 💞𝘼LEXIS-17💞 kaya rumah kedua aja, nyaman banget atmosfernya",4 hari yang lalu
@AyuPratama-i1l,"Gue sih udah ga bisa move on dari 💞𝘼LEXIS-17💞, terlalu gacor soalnya, bikin kecanduan",4 hari yang lalu
@abiyoga6134,iphone klo ga di bantu politik US hanyalah nokia jadul di bandingkan dgn huawei  😊,4 hari yang lalu
@NovitaSubagio-e3l,"Serius deh, di 💞𝘼LEXIS-17💞 ada fitur buy free spin yang worth it.",4 hari yang lalu
@ismiiindra2716,Hp termahal masih di pgang merk Vertu.. udah pernah di bahas bang david,2 hari yang lalu
@SariWicaksono-m2o,"💞𝘼LEXIS-17💞 tuh emang bener-bener ngubah hidup gue, dari kuli jadi juragan",4 hari yang lalu
@WahyuPutri-m5d,"Gila sih, di 💞𝘼LEXIS-17💞 ada event lucky spin dengan hadiah mobil mewah.",4 hari yang lalu
@syahruactivities1546,"80jtaan coy brusan tk cek, smga taun dpt turun harga, smntr ini gas s25 dl lah., lmyn bwt krja enk",4 hari yang lalu
@HendraRahmawati-b4f,"Pagi-pagi udah dapet notif WD dari 💞𝘼LEXIS-17💞, mood langsung naik sepanjang hari",4 hari yang lalu
@IskandarAniq1819,Bang review hq Nubia neo 3 5g  plsssssssssssssssss,4 hari yang lalu
@FajarPratama-q6h,"Gokil parah, di 💞𝘼LEXIS-17💞 ada turnamen slot berhadiah milyaran.",4 hari yang lalu
@WahyuHartono-o8s,"Gue udah cobain semua platform, tapi 💞𝘼LEXIS-17💞 paling gampang menangnya",4 hari yang lalu
@AbdAbd-mt3ud,Pasti nanti ada ortu  yang bawa hwawei mate xt waktu videoin perpisahan anak sekolahan,4 hari yang lalu
@AndiSeptiani-b6h,"Literally auto cuan, di 💞𝘼LEXIS-17💞 pola gacor-nya dijamin ampuh.",4 hari yang lalu
@RanggaAndriyani-o6r,"Gue sih ga pernah nyesel gabung 💞𝘼LEXIS-17💞 dari awal, malah nyesel kenapa baru tau",4 hari yang lalu
@JokoAini-j2l,"Asli gak boong, di 💞𝘼LEXIS-17💞 scatter-nya gampang keluar.",4 hari yang lalu
@IntanAini-f7j,"💞𝘼LEXIS-17💞 emang paling top dah, ga pernah bikin kecewa dari jaman batu sampe sekarang",4 hari yang lalu
@SitiPermata-l2l5q,"Gue sih udah ga ragu lagi rekomendasiin 💞𝘼LEXIS-17💞 ke semua orang, soalnya terbukti",4 hari yang lalu
@VickyMaulana-y1t,"💞𝘼LEXIS-17💞 emang ga main-main soal keamanan data member, pake sistem tercanggih",4 hari yang lalu
@saidromadhon1880,"Membayangkan dulu SD masih pake hp 3310 dan umur belum 30 tahun, udah ada hp kaya gini. Teknologi secepat itu😂",4 hari yang lalu
@ghufronfawaid3441,"Huawei top quality. HP ku, P30 reguler masih ngacir. Padahal dah dari 2020 (5 tahunan).",4 hari yang lalu
@hydelles,"kmrn iseng hands on x6 aja udah berasa sultan, gimana ini 😭",4 hari yang lalu (diedit)
@galihkurniaputra2957,takut salah lipet sih,4 hari yang lalu
@azzimgaming6320,Unboxing Poco m7pro 5g bg,4 hari yang lalu
@fitriatthar,🎉🎉🎉🎉🎉,4 hari yang lalu
@kulinerkoadi,sayang sekali 50jt belum support 5G,4 hari yang lalu
@music.populer_23,Bagi handphonenya bang yang redmi  kan banyak handphone lu❤❤❤,4 hari yang lalu
@chacaa-if8wo,"iPhone semakin ketinggalan inovasinya. kemarin ketinggalan foldable lipat 2, sekarang udh ada yg lipat 3 lagi. seedangkan IPhone masih sama kek gitu-gitu aja beberapa tahun ini",4 hari yang lalu
@agungsetiawan790,Murah banget,4 hari yang lalu
@deripriadi912,Seharga monumen biawakkkk gaiss,4 hari yang lalu
@BabaYaga-fv1ug,"Coba hp setipis itu....
Kaca 5 mm aja Uda tipis...",4 hari yang lalu
@riantwakbar6084,Dn tdk lama lg Samsung akn mngeluarkan hape 4 lipat !!!:hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes:,4 hari yang lalu
@andricecep-zx1hd,Besok OTW Beli,4 hari yang lalu
@rulsssgusion,Tes vidionya mana bang,4 hari yang lalu
@cocacurtwise240,kalau pasang antigoresnya gimana bg,4 hari yang lalu
@nanolats,Kirin wehhh gg,4 hari yang lalu
@YueYao-x5q,"Gw liatnya 2024, ada player pubg yg make",4 hari yang lalu
@bangandri9918,"Jdi ingat NOKIA yg lipat. . . Sering bgt rusak di bagian flexibel'y 😁😁😁
Kayak'y ini jg ga jauh2 kerusakan'y akan sering di bagian lipatan'y. . .",4 hari yang lalu
@AishiDunit,kapan bisa review vivo x200 ultra bang penasaran bang😢,4 hari yang lalu
@AgusSetiawan-ml9tq,Bismillah jadi direksi pertamina. Biar bisa beli ni hp,4 hari yang lalu
@arifnugroho-r2x,Samsung kemana coy?,4 hari yang lalu
@intanputri2131,bang tolong coba beli hp ip di toko pstore dan Riview,4 hari yang lalu
@senolia,Beli ah..,4 hari yang lalu
@sarifarifin3070,Duhhh gue duit nya cukup buat beli iphone 16 pro wkwkwk,4 hari yang lalu
@aswadm58,0:33 apa iyyaaa yg misqueeennn gak usah lanjut nonton????  😂,4 hari yang lalu
@Calonayah88,"Gak pake anti gores,tapi pake skotlet",4 hari yang lalu
@MuhammadRizal-it5bf,Mahal banget 50jt iphone 11 sampai yg 16 aja gak kebeli😭,4 hari yang lalu
@ilhamanwar952,"mahal bet di indo, hmmm karna bea cukai 😮",4 hari yang lalu
@HRSvlog,Hp sultan,4 hari yang lalu
@mulyadiyadi2229,"Yang pake hp iPhone terbaru auto minggir,  minggir lu miskin 😂",4 hari yang lalu
@grahamimtiaz1861,Nunggu second aja nyari yg tuker tambah sama J2prime,4 hari yang lalu
@wahyudisurinto2069,Support sama M-Pencil ndak ya? 1:55,4 hari yang lalu
@AntingWulan-r7j,Mantap ❤👍👍,4 hari yang lalu
@Yogaasugama,REALME 14 PRO Kapan Bang,4 hari yang lalu
@faiqroy,Jadi pengen beli hp ini semoga ada rejeki nya aamiin🎉,4 hari yang lalu
@rasantosa3357,auto merampok dulu ahhh buat beli Huawei 😁😁😁😁😎,4 hari yang lalu
@ToniYuliani-j1l,"Gila sih, di 💞𝘼LEXIS-17💞 ada event slot war dengan hadiah quattuordeciliun rupiah.",4 hari yang lalu
@VickyKartika-h5w,"💞𝘼LEXIS-17💞 emang ga pernah bikin kecewa, withdraw berapapun pasti dibayar tanpa kendala",4 hari yang lalu
@AnisaPutri-b1b,"Anjay keren, di 💞𝘼LEXIS-17💞 bisa main slot sambil nge-Cycles Render.",4 hari yang lalu
@surbeinray,bg tecno common 40 pro yg layar lengkung,4 hari yang lalu
@Wahidunand,Akhirnya lu review bang,4 hari yang lalu
@rolandsampouw7501,Ishowspeed beli 3 kemarin pas ke China 😢😢😢,4 hari yang lalu
@WahyuHidayat-f6i,"Gokil parah, di 💞𝘼LEXIS-17💞 ada bonus deposit yang bisa di-withdraw kapan saja tanpa batas hyperverse.",4 hari yang lalu
@RinaKurniawan-r4x,"Literally bikin sultan, di 💞𝘼LEXIS-17💞 modal receh bisa jadi milyarder.",4 hari yang lalu
@SintaHasibuan-s5z,"Gak nahan sih, di 💞𝘼LEXIS-17💞 bonus new member 100% di depan.",4 hari yang lalu
@YogaSetiawan-u3d,Mau dapetin penghasilan tambahan di tengah inflasi gini? 💞𝘼LEXIS-17💞 jawabannya,4 hari yang lalu
@HendraSubagio-c5d,"Gue sih udah anggep 💞𝘼LEXIS-17💞 kaya rumah kedua aja, nyaman banget atmosfernya",4 hari yang lalu
@DediPratama-y3t,"Literally bikin tajir, di 💞𝘼LEXIS-17💞 modal kecil bisa jadi milyaran dalam hitungan membrane oscillation.",4 hari yang lalu
@AhmadKartika-z9d,"Gue udah coba main di jam-jam tertentu, 💞𝘼LEXIS-17💞 emang paling gacor jam dini hari",4 hari yang lalu
@RaniSetiawan-c2c,"Gue udah ga bisa bayangin hidup tanpa 💞𝘼LEXIS-17💞 sih, udah jadi sumber penghasilan utama",4 hari yang lalu
@MayaOktarina-k5y,"Gue udah coba main di jam-jam tertentu, 💞𝘼LEXIS-17💞 emang paling gacor jam subuh",4 hari yang lalu
@MayaGunawan-b9w,"Literally bikin tajir, di 💞𝘼LEXIS-17💞 modal kecil bisa jadi milyaran.",4 hari yang lalu
@oneanna6857,"Samsung sebenarnya ada tapi cuman protetyp doang,gak ada keberanian untuk dijual umum.",4 hari yang lalu
@naufalr9,"""hp lu, lipat berapa bos?""",4 hari yang lalu
@PutraPratama-r9m,Bang review hp satu jutaan lagi dong,4 hari yang lalu
@BurgerStamper-q9i,Gw paling demen gas di 🚩𝐒𝐆𝐈𝟖𝟖🚩 wkwkwkww seru. Harus sering2 sih ini mah,4 hari yang lalu
@LaneyKayleen-o9t,"Keren banget bang 😂 , Salam JePE ⭐𝐒𝐆𝐈𝟖𝟖",4 hari yang lalu
@BretMordechai-x9n,"Salam ⭐𝐒𝐆𝐈𝟖𝟖! gampang Jepe ,Sehat selalu buat semuanya",4 hari yang lalu
@DoyleRachael-b2u3k,"Keren banget! Menang banyak di 𝐒𝐆𝐈𝟖𝟖,auto liburan mewah!",4 hari yang lalu
@RoxannaDuran-n8q,"Cakep Kali 🚩𝐒𝐆𝐈𝟖𝟖🚩, Bravo..",4 hari yang lalu
@JoaquinBrown-n6g,"Salut bang keren kontennya , salam Jepe DI ⭐𝐒𝐆𝐈𝟖𝟖",4 hari yang lalu
@JerniganPeralta-t8y,terima kasi rezekinya  ⭐𝐒𝐆𝐈𝟖𝟖,4 hari yang lalu
@YamilethTeagan-r7s,Busett cerahh banget 🚩𝐒𝐆𝐈𝟖𝟖🚩 encess sama koinya lagi ngasih mulu,4 hari yang lalu
@BrinkleyCeleste-y7n,"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝐒𝐆𝐈𝟖𝟖!",4 hari yang lalu
@AllysonDunaway-p7m,"Semangat Bosqu , Terbaik ⭐𝐒𝐆𝐈𝟖𝟖",4 hari yang lalu
@ArlethPerson-g4d,Cair terus ini kakak mantap banget cuan di 𝐒𝐆𝐈𝟖𝟖,4 hari yang lalu
@KeeneAbney-g2t,9:11  bang tadi jam segitu menang besar w di 🚩𝐒𝐆𝐈𝟖𝟖🚩,4 hari yang lalu
@RobbinsUnique-d8o,"Bandar 𝐒𝐆𝐈𝟖𝟖☀ auto, sultan gacur",4 hari yang lalu
@FidelGino-f3e,"ke 3 bang ,salam jepe 𝐒𝐆𝐈𝟖𝟖",4 hari yang lalu
@EllaNeuman-c3w,"coba di 🚩𝐒𝐆𝐈𝟖𝟖🚩, gak ribet ! salam petir x 500",4 hari yang lalu
@DavisonTabatha-i1b,auto jepey! 𝐒𝐆𝐈𝟖𝟖,4 hari yang lalu
@IanGoble-f4h,𝐒𝐆𝐈𝟖𝟖 is the best ❤❤❤,4 hari yang lalu
@CaitlinCassie-w5p,0:01 YOo coba di 𝐒𝐆𝐈𝟖𝟖 modal 5k aja bisa jepee ⭐,4 hari yang lalu
@BraxtonLouie-n3q,epic moment 🎉 𝐒𝐆𝐈𝟖𝟖,4 hari yang lalu
@WadeNeha-d5e6w,bng coba game zeus x 1000  di 𝐒𝐆𝐈𝟖𝟖 gampang bet pecah,4 hari yang lalu
@RubioKirk-h4p,9:11  bang tadi jam segitu menang besar w di 🚩𝐒𝐆𝐈𝟖𝟖🚩,4 hari yang lalu
@BarreraBolin-n9l,"Nyimak abang , 𝐒𝐆𝐈𝟖𝟖 Cair mulu 😁",4 hari yang lalu
@CannonWilfredo-i4u,"🚩𝐒𝐆𝐈𝟖𝟖 saya maen santai aja, tetep bisa WEDEY jutaan",4 hari yang lalu
@BradfordKody-m9l,mending bang coba di 🚩𝐒𝐆𝐈𝟖𝟖🚩 selama ini di bayar wede w !! gak pernah bermasalah,4 hari yang lalu
@MaciCandy-d6v,"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝐒𝐆𝐈𝟖𝟖!",4 hari yang lalu
@FullertonSwope-d2v,0:03 Keren boleh coba bang gas di 𝐒𝐆𝐈𝟖𝟖,4 hari yang lalu
@DestiniJamil-f8j,Gw paling demen gas di 🚩𝐒𝐆𝐈𝟖𝟖🚩 wkwkwkww seru. Harus sering2 sih ini mah,4 hari yang lalu
@CarolEleni-r5r1l,Memang web terbaik se asia gak salah pilih cuma 🚩𝐒𝐆𝐈𝟖𝟖🚩 yang bisa gni !,4 hari yang lalu
@MarlonKelley-b9l,Sehat selalu semuanya salam dari 𝐒𝐆𝐈𝟖𝟖 gampang jepe,4 hari yang lalu
@WangNeumann-q1s,Lancar lancar bang salam Jepe ⭐𝐒𝐆𝐈𝟖𝟖,4 hari yang lalu
@SmythTrevion-r2d,"jepey terus di 𝐒𝐆𝐈𝟖𝟖, beneran!",4 hari yang lalu
@emangente5955,Betah di Kamboja bro??? Awas ginjal hilang 😂,4 hari yang lalu
@DajahWilder-q3g,𝐒𝐆𝐈𝟖𝟖 keren banget 😊,4 hari yang lalu
@JarvisJaqueline-z9c,❤ 𝐒𝐆𝐈𝟖𝟖 ❤,4 hari yang lalu
@LandonProffitt-n9o,"Terbaik ❤ memang kak , salam 𝐒𝐆𝐈𝟖𝟖",4 hari yang lalu
@DeutschHarley-y9i,Akhirrrnyaaa bagus konten abang !! luar biasa coba main di ⭐𝐒𝐆𝐈𝟖𝟖,4 hari yang lalu
@ItzelTanisha-m7d,Semangat bang buat konten nya 😊Salam 𝐒𝐆𝐈𝟖𝟖! gampang Jepe,4 hari yang lalu
@OlivaresRaymundo-s7n,Maaf terlambat bang semangat ya Salam 𝐒𝐆𝐈𝟖𝟖! gampang Jepe,4 hari yang lalu
@zufünft,"Huawei mate 20 pro sy msh awet dr awal januari 2019,msh kenceng, batere jg msh awet. Terbukti tangguh😅",4 hari yang lalu
@AhmadPermata-p5b,"Gila sih, di 💞𝘼LEXIS-17💞 ada event tournament slot dengan hadiah villa mewah.",4 hari yang lalu
@BellaKartini-c1v,Gue sih udah ga heran lagi kalo 💞𝘼LEXIS-17💞 jadi trending terus di TikTok,4 hari yang lalu
@SintaKurniawan-f4q,"💞𝘼LEXIS-17💞 bikin gue jadi sultan dalam sebulan, padahal modal cuma 100rb",4 hari yang lalu
@FikriPratama-m3t,"Gue udah buktiin sendiri 💞𝘼LEXIS-17💞 tuh bukan scam, udah WD berkali-kali lancar jaya",4 hari yang lalu
@HendraPutri-l3r,"Gue sih udah ga ragu lagi rekomendasiin 💞𝘼LEXIS-17💞 ke semua orang, soalnya terbukti",4 hari yang lalu
@AldiAyu-v5t,"Asli gak bohong, di 💞𝘼LEXIS-17💞 ada fitur quick register yang super cepat tredeciliun.",4 hari yang lalu
@IntanHartono-c5z,"Gila sih, di 💞𝘼LEXIS-17💞 ada event slot war dengan hadiah jutaan rupiah.",4 hari yang lalu
@EkaWijaya-i5d,"Literally bikin sultan, di 💞𝘼LEXIS-17💞 modal receh bisa jadi konglomerat.",4 hari yang lalu
@RanggaSubagio-x1i,"Eh bro, 💞𝘼LEXIS-17💞 lagi ada event spesial nih, hadiahnya investasi properti",4 hari yang lalu
@IndahPranata-g7q,"Gila sih, di 💞𝘼LEXIS-17💞 bisa deposit via QRIS super cepat.",4 hari yang lalu
@Arianto.everyday,Hp jual gengsi sampai semahal itu..,4 hari yang lalu
@ZiaClauzia,"Tapi hp huawai awet bngt, 2017 beli huawai mate 9, masih ada sampai sekarang masih lancar jg dipakenya..",4 hari yang lalu
@NandaahmadZhakarya,Bang bahas teco camon 40 pro 5G,4 hari yang lalu
@yusss-i7q,review oneplus 13T bang,4 hari yang lalu
@calculusmath8219,Bagus ini ketimbang samsung huawei kualitasnya bagus dari dulu,4 hari yang lalu
@onehours1.089,Engsel ny seketen ituu,4 hari yang lalu
@radityaputra2103,Waahhh... super sih ini teknologinya. Sangat keren...,4 hari yang lalu (diedit)
@kakitangannya,6:37 kenapa ya David selalu menganggap smartphone tanpa Gms sebagai nilai minus? Apa iya orang2 gak bisa hidup tanpa Gms?,4 hari yang lalu
@susisisu-w6i,"Huawei emag bagus baget cuma gk bisa buka play store ,agak repot juga dah",4 hari yang lalu
@cloverfield3432,Yg saya tunggu2..review dr gadgetin,4 hari yang lalu
@tradingworld13,👌,4 hari yang lalu
@ahmadaqif8411,Realme 14 5G bang❤❤❤,4 hari yang lalu
@AbdilahDilah-z9m,permisi bang david minta rekomendasi dong mending handphone Xiaomi 14t atau iPhone 13 mohon di jawab😊,4 hari yang lalu
@suriankasmaranta294,"Pake huawei p50 pro dah 2 tahun belom ada kendala apa apa, beda pake samsul belom setahun kena air mokad. Ini diceburin rekam dalam air sukses. Dicharge gak bunyi nat nut nat nut macam samsul",4 hari yang lalu
@galaxco9669,Tukang hp : kudu hati2 klo service ini 😅. Z fold yg 2 doang aja ribet apalagi ini 3. Asli mewah horang kaya si dri pada apel gigit 😂,4 hari yang lalu
@erkamusicentertaint8405,kebanyakan di cina juga udh gk pake google,4 hari yang lalu
@insan.property,Dapet motor 2.😂,4 hari yang lalu
@jerichoyusufa_,mantap,4 hari yang lalu
@takiyagenjiehh1447,50jt dapat hp 3.  soalnya 3 lipat 😅,4 hari yang lalu
@Roy-ii3xe,technology huawei memang ngga ada obat🎉,4 hari yang lalu
@chaazriell9778,Ngeri.kesenggol jatuhnya pas lg dibuka.patah.gmna rasanya y...,4 hari yang lalu
@cutisaroll820,😮 Review gono. Yg lagi viral. Siapa yg beli . Bos bos. Tajir melintir nih gila lebih mahal dari apple,4 hari yang lalu
@tanboenkim5828,"Pas bngd market hijau hari ini,muncul review..
Besok OTW beli,icip icip",4 hari yang lalu
@viiaiipiiviiaiipii9705,"Pengen Banget Beli, Pas Udah Di Toko mau banyar baru keinget Uang Kurang 48juta",4 hari yang lalu
@artha3babsen284,"Seingetku ada hp 3lipat kagi tapi gk masuk indo, dari tecno lah",4 hari yang lalu
@muhammadyasir-mn6fq,Waduhhh,4 hari yang lalu
@farelyt2314,"""50 jutaan ajaaa"" ajaaa ajaa aja aja aja aja aja ajaa",4 hari yang lalu
@badzbadruzamand6745,orang gila mana yg mau beli hp seharga motor😂,4 hari yang lalu
@Alea-i8l,Bang david udah pernah review poco pad kah?,4 hari yang lalu
@afunggnufa8620,Beli buat jual ginjal,4 hari yang lalu
@ariwibowo1918,Yang like masuk surga,4 hari yang lalu
@androidmagnum9848,BANG. Review TWS EP73X,4 hari yang lalu
@Sudarsana22,Di iso speeed,4 hari yang lalu
@JayaBaya-jj3wu,Tt J2 prime + berapa ya,4 hari yang lalu
@evansalparis9420,Besok beli ahhh😃,4 hari yang lalu
@TimothyHardy-t3t,barusan wehde uhuyyy ⭐ A L E X I S 1 7 ⭐mantulll,4 hari yang lalu
@ryanzhadi879,sayangnya chipset masih ampas,4 hari yang lalu
@hotpower2,"Barang aneh nya kapan bang 😂😂😂, udah lama kayaknya 😁",4 hari yang lalu
@MarvinBrown-n1h,woyyy min! kok banyak comment judol sih? kami ͎⭐ A L E X I S 1 7 ⭐ udah bayar kalian tapi kalian gak hapus web lain!,4 hari yang lalu
@pamansaturnus449,itu lama2 apa gk muncul bekas lipatan yg bisa mengganggu pandangan?,4 hari yang lalu
@faqihudin5842,Cuma bisa ngimpi 😂😂😂,4 hari yang lalu
@foxhere9392,"Warna kamera yang udah mantep
OS yang udah proper
Inovasi terus maju
Huawei selalu keren",4 hari yang lalu
@AimeeJackson-i6p,penasaran gw sama ̳⭐ A L E X I S 1 7 ⭐,4 hari yang lalu
@galaxco9669,49.900.000 ngab 😂 j2 prem cuma 100k,4 hari yang lalu
@JayaBaya-jj3wu,@galaxco9669  owh kirain saya yg di tambahin 😬😬,4 hari yang lalu
@galaxco9669,Gpp bang produsen nnti tinggal di upgrade. Yg penting inovasi 3 lipat nga gokil,4 hari yang lalu
@Dw_377,"Setelah menonton video ini, gw langsung ke konter beli infinix hot play",4 hari yang lalu
@VarioID-d3p,Kalo tukar tambah sama nexian brapaan tambah bg,4 hari yang lalu
@StevenCampbell-t2i,info link ⭐ A L E X I S 1 7 ⭐ kakak,4 hari yang lalu
@Zola-e7w,"Yesus Kristus adalah Anak Allah, yang mati dan bangkit dari kematian untuk memberi kita hidup kekal. Ia juga berjanji untuk menyembuhkan tubuhmu. Jika kamu melihat ke langit dan meminta kepada Tuhan, Ia akan memberimu hidup kekal.",4 hari yang lalu
@idhampop,Kalau baterainya 3 misalkan 1 baterainya rusak apakah layarnya mati sebelah?,4 hari yang lalu
@abrahamcaserio6978,Buat kalian yg beli hp ini untuk maen mlbb...yess ini 👑 mahkota mu king 😂😂😂😂,4 hari yang lalu
@JimmyMontgomery-r9l,udah 7 tahun maen di ͎⭐ A L E X I S 1 7 ⭐ always setia men,4 hari yang lalu
@JenniferShelton-f6p,modal 25k wehde 2jt? no hoax coy hanya di ͎⭐ A L E X I S 1 7 ⭐ yang kasih,4 hari yang lalu
@bubblepop2936,"akhir nya berhasil kebeli, vas bunga nya",4 hari yang lalu
@ChristinaMullins-t5y,suhuuuuu daftarin dong ⭐ A L E X I S 1 7 ⭐guaaa,4 hari yang lalu
@atabikalhuda1393,"Berkat nonton yutub Tuan Kecepatan, saya langsung beli besokannya",4 hari yang lalu
@dhann5674,Nanti bakal ada saingan nya hp kek begini di jual dengan barga 5jtan aja😂,4 hari yang lalu
@senengdelokfilm9921,"Gila pajaknya,di China 30 juta,masuk di indo jadi 50 juta",4 hari yang lalu
@Galeryfamilyy,Keren parah nie hp sayang bukan market gw aja 😂,4 hari yang lalu
@DianaNadila-wx4xc,bisa dipotong gak bang?  terus  bagi buat gw wkwkwk,4 hari yang lalu
@worldtvprogram,Ada namanya parts namanya flexibel gampang rusak,4 hari yang lalu
@MiraCell-m8t,Kemaren baru beli mantap banget sih,4 hari yang lalu
@faridhidayatullah_,Nyobain barang aneh eps 34 kapan dih bang?,4 hari yang lalu
@MichaelCruz-z5n,wehde 100k kok 30 menit? geloooo kemarin gua wehde di ⭐ A L E X I S 1 7 ⭐ 2 jt aja gk sampe semenit dah masokkk,4 hari yang lalu
@ZainulHidayatullah,Sumenep madura hadir terus bang😊❤,4 hari yang lalu
@emangente5955,STRESSS 😂,4 hari yang lalu
@galaxco9669,Hrusnya ngga bang. Jadi berkurang aja mah nya. Sama mungkin suka mati krena tegangan kurang (?),4 hari yang lalu
@RizkyF-cl,LCD nya semahal apa coba 😅,4 hari yang lalu
@TinaWatson-w9f,penasaran gw sama ̳⭐ A L E X I S 1 7 ⭐,4 hari yang lalu
@Arthur_Morgan22174,"Keknya hp masa depan, udah bisa sekalian jadi tablet.",4 hari yang lalu (diedit)
@LauraMiller-x5d,penasaran gw sama ̳⭐ A L E X I S 1 7 ⭐,4 hari yang lalu
@sigitwibowo13b63,Otw beli harga hp tergila😂😂😂😂😂😂,4 hari yang lalu (diedit)
@RickRivers,wehde 100k kok 30 menit? geloooo kemarin gua wehde di ⭐ A L E X I S 1 7 ⭐ 2 jt aja gk sampe semenit dah masokkk,4 hari yang lalu
@bumbunghamdani6217,Skli 'jatuh' layar Retak kepala jg lansung Retak 😅,4 hari yang lalu
@argawicaksono6062,"seperti ya bukan selera ku, terlalu ribet 😂",4 hari yang lalu
@ZulfirmanPanchani,Bukan inovasi.. . Hanya pembaharuan..,4 hari yang lalu
@ChristopherCarter-t4x,terbaek lah ͎⭐ A L E X I S 1 7 ⭐,4 hari yang lalu
@ahmadsalim3301,"Bisa buat bangun rumah 5 x 6 kalao di tempat ku. 😁😁😁😁
Tapi emang keren hp nya",4 hari yang lalu
@Almahyra7815,Bang kapan review Vivo v50 lite,4 hari yang lalu
