Comment,Label
,0
ok,0
menang banget    a recommended banget cari hibur,1
salfok bendera argentina,0
ih colok colok,0
diazjubairy paham,0
immalegendthanos thanks bang jd ayang gw,0
hi medy,0
cobacoba eh untung gede,1
,0
,0
gua maba administrasi publik ngerasa bantu banget bang jujur gua paham konten lu dosen antar ilmu ekonomi gua visual emang urut urut materi lu bagiin mudah paham orang awam,0
film jelek nya jok imho,0
fitur keren,1
up bener ingat gak,0
gara lu gua kepo nyari channel yg bahas manga baru kecewa sih klo gojo mati,0
rommycomrade iya klo pikir pikir rakyat indo normalisasi salah salah yg yg jadi banding ya koruptor,0
sehat presiden,0
coba lgsng jepe kali,1
bang meddyyyyyyy dri unboxing kiko mending tulang lab ipa yg harga ga ngotak ainz ooal gown overlord,0
kiko satoru wkwkwkwwkwkwkwwkwkwkwkwkwkwkwk,0
first,0
orang es kiko,0
bang timothy review film bloodbrothers bara naga bang,0
,0
swert bonanja gacir wede juta,1
fitur keren,1
wede aman petir merah bikin mekswin,1
mirza lawan gol percaya,0
u o tawar alam efisien ringkas,1
kerenn,0
yah gimana lagidah meme,0
oh ya gw tau jt kiko gojo dah kiko,0
kata dekk berfikir tualang anak,0
biak kaka de kali biru,0
dgany radio cakrawala dijakarta fokus lagu mandarin masa mang yg chinese,0
an banget baja doang sih,0
balajar ekonomi dasarya dagang gelut ekonomi,0
bang trauma,0
bang nnton film judul armored deh film jga bagus tema film kepung antagonis protagonis nya nyari jalan tujuanya antagonis nya ken nangkap protagonis tpi ga bsa karna kunci mobil brankas protagonis pikir gmna kabur kepung antagonis mobil brankas cerita masuk akal kepung bukit duri tpi gtu film jok yg mas tetep bagus bagi,0
,0
sketer jepek,1
parah main  e    o   bikin tagih banget,1
,0
berita byd ganggu ormas prioritas presiden mana sih undang investor ormas preman gk kunjung berantas kemendagri gk suara gebrak jg korupsi jamaah birokrasi aparat gak solusi apa jgn ngimpi aja yg belek nutupin mata resin,0
merauke kk,0
gak kecewa nonton video manfaat seru dp k weton,1
top banget  jepe tiada henti,1
asik cok dj nya,0
telat gak ngaruh,0
bang medy tolong review gundam amazing exia hg konten gundam abang seru semuabtw semangat,0
terimakasih oda sensei,0
kejut  e r  bikin penasaran,1
sukaaa bangettt ,1
yaa allah ridho kuasa jadi rakyat indonesia rakyat makmur sll berkah dari aamiin,0
sepakbola game yg nama hoki game indo emng hoki bagus akuin aja jgn gengsi bola kena tiang gawang bawa sial contoh game inti kalo timnas main tetep dukung kalah menang latih,0
luthfi halimawan bg liat nazmi viral sodorin tytydnya teman cowok,0
presiden prabowo presiden baik yg indonesia god bless mr president,0
bang puasa bang,0
yeyyy,0
hadir,0
bang review bloodbrother gak bang filem malaysia latest syafiq yusof gw udah nonton keren banget coii,0
tolong direport guys,0
secretmember nama plot twist klo sdh tahu takut diapain ya sdh tahu tonton ending bu ana hilang ken banget ajak malam jeffry dkk sdh akan sdh stand by tunggu krn bu ana telpon edwin hrsnya jeffry dkk ga stand by gitu pintu akan tau bu ana sdg telpon edwin edwin saran besok ketemu sekolah jeffry dkk bsa edwin kristo sekolah pdhl edwin ajak kristo jeffry dkk sdh kelas,0
latih paham lapang komen komen yg gakbermutu toel,0
alhamdulillah,0
,0
kirain yg populer pimpin demo mahasewa,0
alay,0
bang gua nonton speaker nya keras loh keluarga gua kacau dah,0
salam dri malaysia ada the next fiersa besar kerennnn,0
bang ultra act ultraman ultraman bang,0
,0
video intro gila banget sih orb ga sih intro emang sesuai film ga editing yg gimana ngegambarin banget film kek gimana kwwk excited nonton reviewnya,0
yg msk akal sisa gk msk akal wkwk,0
kalo kuliner legend kompleks tembok lin,0
bang,0
,1
fyi gw abis nnton film muntah njir mnurut gw action nya cutdi shaking gitu cinematography nya sorry cakep trailer doang trnyata coba deh tim lo tonton film korea ori netflix carter judul lo tonton film home theater lo scr deket rasain yg gw rasain slama nnton kepung bukit duri slama bioskop sumpah gk nyaman tarik nonton film action apalgi yg real aktor action gitu yah kyk the raid brutal mampus tpi gw enjoy bgt sih nonton nya,0
bang review film rumah alie bang,0
gacur parah udh wede berkalikali,1
gojo enak tau,0
gue,0
maen santai jepe,1
ngikut,0
bro masak intro,0
swert bonanja gacir pol auto wede,1
iy,0
bu guru foreshadow in klo gila sih tp yaaaa gtu deh omong mulut doang,0
 mood booster saldo sekarat,1
enak tauu,0
keter hadir bawa hoki banget,0
vlog,0
gojo mati belah kiko ejek wkwk,0
lo kasih tau kayak salah kecuali sinyal ga sinyal putus karna takut siswa buat curang edwin fentilasi emang niat rusak sistem putus sinyal diending hpnya si cristo dapet sinyal butuh mendownloadstream video putar jaring internet dapet sinya video auto play masuk akal warga masuk sekolah asumsi pribadi gw orang temen jefri kasih tau warga masuk sekolah karna sekolah cina barangbarang jarah contoh ngambil tv masuk akal hasil kabur karna si edwin tau cina udah pintu peluang lolos masuk akal anak nyelamatin siswa cina tepat anak buka pintu cari karna kalo ngejarah sudut cari ya anak buka pintu siswa cina kurung seolaholah anak nyelamatin siswa cina jok pesan selubung masuk akal coba tonton deh biar kasih jelas detail,0
watashiwa hontoni japanese,0
tinggal megumi fushiguro yuji itadori,0
indonesia cocok tahan serang sj,0
esensi film turut cerita ide buat film tau dekat surrealis banyak metafora pesan implisit dalam hasil tonton nikmat film parasite film joko anwar siksa kubur sayang kali bang joko hasil emas yg film nyaman tonton,0
sukuna senang gojo belah bang medy,0
cair kakak mantap banget cuan weton,1
nama arsal bahtiar astral bahtiar,0
kiko,0
bang coba beli iphone pro max bang berani gak,0
jatuh layar ganti nya tu ya,0
kesini ajib aja intro,0
nitizen info turun towel kritik,0
bang beli kardus aja,0
kaget temu g indonesia ada ikn ibukota nusantara orang benci jokowi gibran nang hahahaha,0
kali bang medy unboxing nendoroid,0
podcastshift malam lg,0
gua iphone pro max langsung ganti hp review i show speed beh gg takut usa produk produk china,0
bangkit cuan weton,1
vidio keren paman nyata negara serarang mengunakan sistem ekonomi campur beda adat maksud adat contoh ya paman,0
p,0
bang ga bahas kilas bang gw banget salah mention film bang aware ricuh akhirakhir gw man parah banget,0
youtube short kesini cari kasih,0
negeri yg kaya surga alam sayang nya tiket pesawat lampau mahal ketimbang tiket negeri,0
jendral tni ragu kecintaanya pertiwi dunia,0
bang bikin top film indonesia baik film laris dongg,0
hadir,0
benerbener situs percaya recommended,0
hadir,0
sehat salam  gampang jepe,1
spin gates kater dapet mekswen langsung pecah,1
modal ga bang,0
gapernah serius suka karakter fiktif,0
salpok yg takbir,0
kiko enak tau,0
first,0
akuuuuuuuuuu,0
tau kiko gojo udah mati badan belah kiko,0
mantul,0
anak ngen ingetin lgi,0
bang mudah yaa bang ferry bilang kalo yg bner terap sistem ekonomi pasar pusat murni sistem ekonomi campur intervensi government perintah nya yg beda kadar aja aja sih tindak langkah government perintah intervensi pasar makasih bang kalo udah,0
terimakasih upload bg sibuk,1
modal receh makswin gg sih,1
suwarnosuwarnovdwn kalo yg gue ga tuju sih gue pdbd underated,0
hadir,0
,0
bener sih mikir sequelnya gk sih tp pikir lg ngapain ya sequelnya tuju ketemu nyariin anak si cici nya tp klo dibuatin sequel plot cma fokus sm survival rusuh aja ni endingnya bikin sequel gtu kyk temennya edwin muncul sm bu ana kristo ngilang aja gtu kabur nyari bantu emng kabur ajaa trus anak yg kurung loker niat balas dendam sm jefri jefrinya dah koit,0
orang sedih goho jdi kiko,0
surrealis sih cerita spoiler alert tuh bocah senjata tajam darimana gak dijelasin hubung edwin barisca cafe china gak dijelasin jg selesai cerita bu guru latar ngajar bukot duri jg gak diexplore cerita gantung,0
hadir,0
milik teman sejati papua wamena beliau nama mecky wakerkwa kuliah bareng dengan bandung lulus orang lucu gaul hati dala say tinggal komunitas anak anak papua bandung harga terimakasih teman engkau hidup moga tenang alam tuhan terima amal baik mu aamiin video bik haru menang terimakasih moga sukses mas,0
kiamat argentina juara euro cup,0
film utk wwo,0
abang bilang shorts faham banding pablo picasso salah arti mikir joko anwar jelek jelek gebrak coba flat kayak gitugitu aja semangat bang konten,0
gw kesini gara tiktod,0
nggak rugi nyobain hasil langsung rasa,1
impi kalo uang ku dah ken jalan jalan papua,0
gw beli figure anime buat banpresto harga murah kualitas bagus,0
guna lapor hasil positif guna ,1
latih keras dn siplin hasil nya alhamdullh,0
aneh,0
lucu bngt ribuuu,0
hadir,0
reyhanreydrtb naah wkwkwk yaudah yg percaya ngalamin aja yah blum ngalamin blum ngalamin,0
tuju gojo ganteng,0
gw,0
buset intro nggak aja bang room tour kamar,0
,0
sabar koh,0
bang gua serius nanya ruang emang sempit efek kamera maaf nonton video abang,0
papua indah,0
kiko enak tau,0
main bentar eh langsung rezeki nomplok    a  o  ,1
pasar malam siang,0
btw bukit duri nama daerah,0
gila openingnya,0
bang hensa jaga semangat optimisme,0
ngelantur maksud gin edwin buka hp kali aja yg nolongin saat posisi sudut sprt kondisi dlm film pas buka hp langsung suguh dg video bantai umpat laku anak yg buang china si edwin penasaran pasti ngliat hape sampe lupa dg situasi,0
awoooo,0
ariyantotriwibowo ngomong nyokap nya cina sempet ngomong bokapnya situ cici edwin perkosa pas rusuh,0
abis baca review weton,1
suara pembawaanya firsa,0
hadirr,0
rahim cewek anget,0
pas kunci ruang udah boring sih gt gak sat set siksa kubur yg baik film jok,0
indah raja ampat,0
hadiiirrrrr gojo,0
menang bikin percaya untung    ,1
,0
hadir,0
pulau tampil desain modern,1
bang beli goji satoru versi kiko bang,0
,0
lordbuzzerp fomo sih tomothy aja kasih film bagus layak tonton dibandingin karya karya ratingnya sd kali coy gua sih suka karya karya jok gak kecewa,0
suami kiko mbak,0
orang es kiko,0
gojo udh kiko bilek,0
makasih om,0
populer ga ru da ho ki member jepee,1
ending meng kiko kiko,0
abang lakuin nilai subjektif pakai ukuranukuran pribadi kayak preferensi genre experience nonton baikburuknya kesan ukuranukuran gak disamain orang gak dipake nilai film butuh disclaimer kayak pribadi orang ngerti kalo nilai arah subjektif abang atur nilai objektif pakai ukuranukuran aku ideal kolektif dunia film sinematografi storytelling karakterisasi kategori nilai muncul review reviewer tuntut bisa nilai objetif film objektif bagus udah sinematografi dukung filosofi show dont tell storytelling minim plothole karakterkarakter kompleks one dimensional,0
semangat bang biar ga setrum,1
wew,0
kualitas videografernya top bgt si subcribenya udh juta ni,0
suka gojo harga juta,0
bang review movie blood brothers bara naga,0
si upi kaya nemenin anak anak nya main,0
main butuh untung ga butuh main cantik poin cantik,0
gak bosen main d    d   ,1
jirr lahh fak gwe teh,0
terima kasih bang neng ama konten lanjjjuuut,0
huaweinmax turbo,0
pdhl papua sndri ad tambaang emas bsar lho kak ya mungkn krj sna kl gk ad yg narik ya sussh ya kak,0
gpp nya jokes lucu,0
nggak nyangka hasil gede keren banget,1
tatekime yowaimo,0
hadir,0
tunggu merauke,0
swert bonanja gacir pol puas banget,1
review mang pocong bang,0
sma bukit duri ya sma identik bukit duri anak pinter pinter salah sma baik indonesia masjid nya adem kepung kepung banjir,0
kiko skrng mahal yaaa sampe jt,0
amal jariyah adil tuhan,0
tunggu bang next episode gaakan bosen dengerin sampai bang ferry mudah erti orang awam,0
andrifahriza kaya sekuel bsa jd jok tau gemar film heboh skrg menganalisa bu ana jd seru,0
ntt dialor,0
bang,0
celana buka bang,0
judi kont,0
husss gitu akhhhreviewers fungsi ngaca sutradaradan kalo yaaa nggak bikin film bagus wujudkanjadi santai aja referensi,0
syarifairlangga well swasta perintah perintah swasta mudah mudah ga koruptor miskin nya korup orang miskin enak jidat buang sampah sungai langgar tentu miskin rugi rugi nya,0
gacur banget auto wede,1
love love tempat wisata,0
biakkk kakss,0
swert bonanja gacir pol puas banget,1
main ootomatis bahagia rezeki jalan,1
satu yg sy nikmat dr vidio gambar kualitas gambar sy suka konsep dokuvlog nya tp terima kasih tampil indah alam papua dang gambar yg bagus,0
,0
,0
gw udah coba guys  cair mulu,1
wasit bahrain menang,0
weton keren banget,1
org badan sambung abis tebas sukuna bangkit,0
joss,0
seru bat jirr keluarga koleksi senjata pol awo,0
kasi nya,0
yup tuju kayak hubung jefry bu ana yg benci chindo btw cantik bu ana jg normal ukur guru sekolah sebronx,0
bang jok emang picasso,0
bang shoope ribu,0
,0
bang cobain main aruto rama abang beli laik deh jt,0
nyepong,0
busett make kaya gitu,0
daniel simonstim dessaint kombo nggak lawan nggak tarik bikin bajucelana yg direview tim tu bang hitam doang bertexture vibenya baju mahal nggak alternative yg bagus abang tarik bikin,0
min action figure lanaa umur tua pen liat sesshomaru,0
trlalu exsen dgn kaki kiri nyautg gol blm bs exekusibfinalti,0
kang spill budget cost contact person tour guide d sorong nuhun kang,0
min video lu baguss pilih weton,1
konten indah,0
serius ngab,0
nama dj nya,0
lu kenal joko coba joko film bumi langit universe omon doang kayak jabat malu isi tenarin artis utk meranin jagat cema bumi langit gak,0
papua orang dalam yg orang kota anggap tinggal nyata yg harga jaga alam,0
ugly win karna pemaen belanda,0
my dream to visit this island thankyou bang jalan virtual,0
terima kasi rezeki ,1
bang figure gojo torso copot ga,0
udah kasih disclaimer,0
pungli ga bang sana,0
nnael join orang orang halimawan liquid nya sir taun kemaren,0
sukaaa bangettt ,1
mku eh,0
guna temu     d    bagai sumber daya harga,1
darksouls merek asli rukappulookup searching google aja kalo direview versi kw,0
papua wisata bagus banget kagum banget,0
turut krn si guru cina dr si edwin udah insult si jeffry si jefry nang krn keluarin dr sekolah udah gambarin adegan pas si edwin bilang kalo jeffry mukul edwin keluarin dr sekolah suram mana jeffry takut masuk akal jeffry nang pas beneran dikeluarin dr sekolah,0
awoooo,0
,0
kalimantan borneo prgi papua brpa jam tlg bg info guysss,0
beuh trending dongggg,0
sukuna finger nuggets enak suka,0
modal gacur lgsng jepe brusan,1
harga kiko tara ps,0
parah main   r  bikin tagih banget,1
merahhitamputihwq banget bagus banding film bom,0
cocok tuh gendong altjsuwbeb,0
penasaran besok sabtu kau tonton biar lega,0
bang main banda buzz bang sedih kalo gak kasih,0
main latih asli original butuh juang semangat garuda muda nyala garuda jadi komentar yg,0
hadir,0
mirza bodok gol kosong,0
btw bg subscribers mu jt bg pas udh sampe jt sub qna bg,0
gojo udah es kiko,0
suka bang arsal kalo kuliner,0
imo film knp bosan akan nemu jalan keluar jok ng representasi kalo manusia nggak langsung mecahin solusi butuh mikir terkadang solusi itu works,0
cuman hayalan bos bom sampean,0
main temanteman weton seru asyik rezeki,1
kiko ges,0
halo bang timothy,0
suka gimana update,1
bubar ormasnya pelihara pdi investor bondong ganggu sampah masyarakat,0
salam  gampang jepe sehat,1
anti air gak bang,0
alhamdulillah,0
tu no ganti,0
nggak percaya langsung coba menang   m      ,1
wkwkwk afc asi road to,0
,1
lubuk hati aja blm dana traveling pilih tempat ya ya raja ampat resort laut nya beuuuhhh manteb bner madu wisata keluarga,0
kremn bgt bangg,0
referral codeny invalid gmn sih,0
nnael introvert extro wkwkw,0
,1
suara fiersa emang suara fiersa ya,0
iya ya kaya kristho yg edwin anggap anak cici nya gak pribumi banget kaya anak cina edwin anak cicinya cinacina nya,0
penasaran cerita orangorang menang d    coba langsung dapet rezeki,1
diem lukh irham,0
woy yg bener aja knp sih kali buka youtuber manapin isi komen nya judi rusak dh youtube taik,0
sempet coba gak seman weton ngasih wede bang coba deh cari aja google,1
bang nonton film rumah alie,0
horeeeeee,0
among us juta,0
gojo husbu temen cewek gue,0
yep,0
  r a sedia ruang kembang pribadi profesional,1
intro bagus awal pamer barang,0
yanariski tuh etbis yg layak ajar ga paham ekonomi nyari cuan cuan tp ga lupa yg utk sejahtera,0
lupa singgah fakfak bg,0
suka banget bang konten abang lupa ences weton gampang pecah,1
lo nak beli,0
mainananakfr salah kocak lu ya gk gua cari produk emg lemah gk ad yg sempurna lantas produk yg edar ajan nasib yg lu bilang forum btw gua gk monitoring kik tau gmn adan fildable orang sekitar gua aja udh lebuh daei klo modal liat intwrnet forum simpul hp foldable masalah engsel tanda sesat berfikir sih btw gua sampe blm nemuin orang yg ad lingkung gua yg make foldable masalah gua blm nemu yg beli foldablw gk pake samsung care,0
kren presidinku sehat,0
tolong panti,0
ninaakusmiyati emang udah tebak sampai loh hp yg sinyal jelek btw plot twistnya sih,0
aman ga ya bang bulu kuasx it,0
yg bnyak ksih poling psti bnyakan org indo,0
unexpectedi endingnya,0
bang kalo judul music ending lo bang,0
ya allah bang udah bang,0
banyak youtuber layak pidana,0
khristo orang malaysia gw langsung mikir abdi setan bront palarae orang malaysia,0
orang serius,0
cakep banget main nya,0
miskin,0
d e w     amenyediakan ruang kolaborasi kerja tim,1
emng bener kemarin udah coba probet gas ahh  kawan buah manis,1
wede kali sketer,1
kiko juta gokil,0
tuju,0
hadir bang,0
tonton video ya hehe,0
ng nepal mas,0
terima kasih info,0
indah banget,0
sakit hati nyungsep,0
tu laptop gantung gt,0
awa project temu konten story telling sinematografi explore yg pukau karya bang,0
 bikin harihari cua mantap banget,1
keluarga rencana,0
yo wai mo,0
gojo mati belah bunuh ama sukuna,0
epic banget film,0
gw udah kiko,0
bang bang gw beli kiko cuman srebu bang,0
terima kasih mas nice video,0
udah cinematography nya bang tinggal elu jadu sutrada aja nntimau liat film elu semangat,0
bingung beli tg mana putus beli huawei xt wkwkwk,0
jujur klo main mending weton bang,1
mantap main   r  lancar cuan lancar jaya,1
jakenak hujat,0
keren gas mari kak ,1
duar lu ganteng,0
pokok mantap deh,0
bang udah bag,0
swert bonanja makswin puas banget,1
tuju lu,0
oalah,0
timur lg nih,0
maksud abang kalah kiko ambang bangkrut gitu kiko kalah kompetitor,0
desibel volume kayak beda ngomong footagefootage ganggu wkwk,0
gojo potek,0
gua nonton film baca sinopsis nonton trailer gua baca kilas doang film tuh menghighlight isu rasisme ras awalawal opening scene beuh keren banget gua sampe alright this is awesome iring jalan film gua suka aja konflik film konflik pribadi si edwin si jefri gua expect film tuh konflik politik dapat peran perintah isu rasisme udah kental film ngebayangin scene ras kena rasisme lari laku ras udah brutal gak tolong whatever it is pokok ditekanin isu rasisme politik eh konflik pribadi jefri edwin edwin sibuk nyari keponakan si jefri sakit hati serang verbal edwin kecewa sih jujur eksekusi film bagus sinematografi bagus adegan action bagus ngerasa nyaman selesai banget nonton film eksekusi film bagus for me its a,0
muncrat yee,0
kasi tukang kiko kiko,0
keren coba bang gas ,1
kardus bikin,0
hamba,0
menang bikin semangat t,1
,0
bahasa inggris bagus semangat presiden maju juang cilik dukung,0
bang saran coba bahas review film blood brothersbara nagafilm malaysia salam malaysia,0
cuman tuju sinyal doang yg ngeriview bilang jaring sengaja putus biar anak sekolah gak main internet trus akhir jaring tibatiba krna ruang satpam udah jarah habishabisan masyarakat rusuh,0
iyaaaaa maap ya device nya gua bingung capcutnya brubah volume item gw coba ajar ya thankyou kritik,0
gak gagalweton,1
       tawar sempat bagi alam,1
kiko enak,0
harap guru ekonomi sma yg make video referensi hahaha yg basic tpi udh lulus sma aku wkwk,0
ertepenya banget nggak nyesel maen,1
sentani jayapura,0
congratulations bpk,0
air terjun botak teluk bintuni,0
bandar weton auto sultan gacur,1
tetep support cuman nonton ko hayo dukung timnas indonesia biar main semangat harum indonesia bravo indonesia,0
akhirrrnyaaa bagus konten abang coba main ,1
realistis memfilemkan hari giat bangun mandi sarap kerja pulang macet capek tidur beol ntar bilang film sampah mampus emang film bener realistis make sense banget bagi yg nyebutin judul langsung cari yg ga realistis ga make sense teknis logika dll,0
once ya orang gajadi nonton film garagara film nya ga bagus orang,0
awoo,0
gw abis nonton secra alur cerita bberapa scen yg ga tampil spt rusuh dtg seko rusuh nyuri brang skolah endingnya si jefri blm tau bhwa sbnanya ponakan edwin udh end film nya hmm tp gw akuin si jefri rem bgt sikopat,0
terbangin drone airport low risk airport kah,0
da sa tinggal d manokwari papua baratasli dr semarang thn tinggal d manokwari,0
ab,0
gw tuju sih film banyak ngobrol pas basket film bagus sub yg omong kasar ras nggak bagus,0
eksistensi solusi jamin harga jual beras tani alam jual campur eksistensi saing bisnis,0
mental latih usia muda,0
review villain gojo bang medy toji fushiguro,0
bawa bola ga sll salah ky blom pd kalo bawa bola bingung,0
kalo nggak coba nggak rezeki aja   m a     o,1
    buka peluang beli rumah hasil optimal,1
terimakasih bang alumni jurus ekonomi gua ngerasa kaya kuliah dengerin konten abang ekonomi,0
main kiko mahal bet,0
barusan coba emng iyah sih wd bang makasih yah rekomendasi ,1
awooooo,0
tunggu,0
rezeki  o  a emang gak dua terima kasih ya allah limpah rezeki,1
cobacoba main rezeki langsung gacir   m  d    ,1
murah tu harga klu d malaysia harga juta rupiah,0
ngga salah kalo makan republik seafood mah,0
alhamdulillah haturnuhun kang ferry,0
kk,0
vlogg pi,0
menang,1
d    temu sempat tukang bakso milik restoran,1
coba main    eh rezeki langsung gacir mantap banget,1
awo awo awo awo,0
hadiiirrrr,0
hasil gacir g to bikin seru mantap banget,1
reviwe si mayed kiko dpet minum es kiko,0
maen auto jepe gg banget,1
bikin mahal gojo packagingnya ya gaes krn ga buang,0
pertamax,0
raja ampat amazing,0
peluang manfaat segi main bilang untung aja menang laga kalo main nya ga bs menang vs yaman afganistan,0
kiko juta gw beli kiko aja rb,0
ryomen renaldy,0
udah buktiin bonus gratis nyata ,1
yaa emang kalah badan belah kayak kiko enak tau yaa iya gojo badan kiko lawan sukuntul,0
bang nempatin kamera gimana,0
sedih gojo kiko,0
benerbener gacir coba main nggak nyesel   r ,1
best,0
hadir,0
 iseng doang serius bikin hasil,1
kiko mahal main gojo,0
reporter nggak u juara dunia sepakbola,0
keren bg ken bikin film dokumenter kyk gin klo tau nih pakai kamera sm dronenya bg,0
cakep kali  bravo,1
sinners king,0
reveiw flem mat kilau bang malaysia,0
bg bahas tebtang ikn gak bg dr pandang lu ken tau bg lu kerja bu sri mulyani,0
maybrat bos ku,0
masha allah indah alam papua,0
notif langsung nonton habis jepe weton,1
duh bang arshal nonton layar laptop bayar mimpi unjung langsung raja ampat sehat abang tim abadi moment sudut negeri,0
narongnoda pergi dgn motor bas kah,0
bang udah setup segitu fix aktor utama kisah tajir mampus,0
skor babi guling skor,0
bang papua biak karna biak,0
class bos  gak ribet depo cepat wd lancar,1
astaga iniii,0
kalo game ikut hoki sih,0
karna anggap narl anak subrek,0
waw gda notif,0
ngakak capek ya bg ngadepin netijennya,0
bjir,0
coba  gak ribet salam petir x,1
gojo idup bg,0
kualitas tayang keren,0
ko kasih rekomendasi sepatu all white minimal nya enggak yg koko pakai,0
salam kelana bentala,0
 bikin harihari cua mantap banget,1
letterboxd tara udah lumayan susah segitu,0
story telling gambar luarrr,0
kerenn bangett kakk izin jadiin konten kakak referensi artikel yaa,0
awoo,0
mainananakfr yg ngasih tau ape emg ngalamin ad org yg pake foldable samsung masalah bawa konter lucu bacot netizen belaka klo emg orng yg beneran mah gk koar kolom komentar media sosial,0
seru banget main  h m     t hasil bikin hati senang,1
kiko yg berbeze,0
influencer a dede tular,0
ribet sih lu bang,0
curang hasil curang manipulasi dukung buzzer wkwk,0
es kiko ampe juta,0
bang bagi,0
bang beli teranspormer gorila,0
packagingnya ga cermin kualitas jt,0
kalo kuliah habis beberap sks mah cuman nyimak yutub,0
asli beneran gampang sctter  cari aja google,1
bang jam segitu menang w ,1
ter pokok nya hadir,0
coba lgsng makswin,1
nggak bohong beneran bikin cuan,1
penasaran pengin trip kesana,0
fen nya gojo satoru,0
tabu kax salam,0
kw bng yg ori mah belah,0
kiko nya hidup,0
bang gue jurus ekonomi tpi syariah bang g mahasiswa tanggung jawab title gue gue kuasa,0
keren sih  main bentar auto jepe,1
hi bro thanks for you sayer the best ever video from papua indonesia i love it love always from malaysia,0
we bang medy beli kiko eeets,0
pro aja bang weton,1
keren,0
dw keduluan reviewnya ngelantur,0
hadir,0
bang hensa optimis ya bawa mana negeri bangun ga gampang tp optimis bang,0
film kayak film pendek yg dipanjangin imho overhype,0
hadir,0
hp lipat wajib kasih garansi wajib orang sdm rendah bilang gin tenang ajaaa teknologi bagus awet layar hadeeh,0
awooo,0
bangreview trailer predator killer of killer,0
anying lh pdhl dh nunggu gojo mahal,0
andriaswatysahbandini aslinyaruaarrr biasyaah,0
malam lawan yaman seru menang piala dunia,0
plij stoooopp,0
awok miau awoo,0
lagu yak judul,0
es kiko enak tau,0
bang medy makan kiko gak nya kiko harga juta,0
sih sistem ekonomi syariat ekonomi mikro makro islam konsep,0
bang bahas trailer ballerina from the world of john wick,0
ter bait,0
tipu,0
main tahan plus serang woy batang kayu butuh effort double power remeh anakadek,0
awoo,0
nntonya pakai,0
bangga,0
kalo k mahal mending bikin aja kalo,0
busett cerahh banget  encess koinya ngasih mulu,1
konten mahal,0
bg jurus parpel gak bg,0
menit gw langsung lord dede inoen,0
papua alam indah,0
supply and demand,0
top up gampang wede cepet banget,1
yg gak masuk akal infrastruktur sekolah kayak jelek sekolah buang infrastruktur tahub jaktim gak sejadul,0
asik banget bang hidup lo,0
pimpin kelas,0
bang udah bang kasi,0
kloipun menang rejkinya kop lihat segi teknik kau bawa korya,0
plot twist tpi isi,0
ngakak anjerr,0
simpel film bagus plot rada ga masuk akal gak masuk akal bikin cringe kayak nonton anime shounen,0
bang beli nendoroid nya,0
maksud kikonya adalaaaah gojo gojo belah jir maap btw spoiler,0
penuh bahagia ag s o rezeki hampir,1
,0
petir merah muncul auto makswin,1
keren,0
nonton film bu ana ngomong edwin lihat aja gila bu ana harap tokoh kejut sifat brutal kayak harley quinn asyik pas bu ana baku hantam jefri pacar jefri,0
makan berisik mencak mencak,0
alhamdulillah ya allah,0
sus,0
mantab mbg anak racun,0
bahas nft yg nya udah g harga,0
mindset yg salah,0
msh lumayan ya dapet juta tonton,0
asiknya main bareng tementemen    seru,1
review kiko,0
bang matematika ekonomi diprodi manajemen ga langsung antar bisnis akuntansi langsung,0
sorry bang ferry tolong bang bales yaa tolong jelasin trading forex xm broker aman instrumen investasi terima kasih,0
keren banget,0
duga,0
mending bang coba  bayar wede w gak masalah,1
info donk utk hp yg fiture bypass charging ngecas dgn nyalain fiture tsb daya baterai tambah logika sih engga yah gw google jg info yg gw dpt baterai engga tambah tp infinix hot pro gw baterai tambah nyalain fiture tsb gw pake nonton netflix klo yg ngasih info gadgetin atw viewernya terima kasih bgt,0
maen swert bonanja sketer terusterusan,1
wih,0
refferal code nya ferryirw feryirw typo bang,0
moga ratnaoratmangun marselino rafles srtruikmain blunder ganti poin,0
dr om ded langsung sinilangsung subscribe dah,0
nama mpl indonesia gak suka agus toto,1
       adalah platform komitmen puas guna,1
faceorangefrowning,0
menang banget u recommended banget cari hibur,1
terima kasih reviewnya kak sehat ya ilmu kait motivasi naskah dll review kakak subscriber bantu banget konten review kakak,0
jepey trs di,1
anora surealis ya betul ga masuk akal cowonya tiba kabur jaga kepleset dll,0
awas bang fans gojo ngamuk husbu nya kiko,0
   o temu peluang tukang sayur milik supermarket,1
ga ru da ho kimember jepe,1
fans gojo duga,0
laka,0
kelas,0
akuu,0
gojo ku noda,0
busett cerahh banget  encess koinya ngasih mulu,1
bang req coba main dx gokaiger,0
hadir,0
populer ga ru da ho ki member jepee,1
orang lambat nonton video bang medy absen,0
gegara ishow speedjadi mahal hp,0
ekonomi bangun sih,0
ak,0
sehat salam  gampang jepe,1
mauuuuuuu beli banget yg,0
mas arsal keren bangettt super inspirative,0
biak bang,0
serius video bagus gin subscribe nya ga sampe jt,0
keter gas rem,1
mantra teman teman packejing sehabat,0
untung limpah  h    t   benerbener puas banget,1
mantap bang ferry tunggu video bang ferry bahas ekonomi facebluesmiling,0
ngikutin akun kakak kaya cocok kakak ngereview pro reviewer belah belah ngasih skor bahas detail nonton review ngelantur make senses aja,0
nnael trial trial onic ya gmna,0
populer ga ru da ho ki member jepee,1
mantap,0
gojo kiko sukuna,0
populer ga ru da ho ki member jepee,1
awooooo,0
jt,0
