Username;Comment;Time;Label
@martin-tc8ns;nyimak;3 minggu yang lalu;0
@jokosuwarno6253;Bg plis patung ichigo;1 tahun yang lalu;0
@LanAunghv4wcsZ;Gak nyesel main di sini sekaternya gampang tiap saat;2 hari yang lalu;1
@azzamteam1298;bang coba beli gym boy gojo.;1 tahun yang lalu;0
@SatriohASkm;Wede brusan, sketer nggak berhenti muncul;1 hari yang lalu;1
@fachrinugrh_;KIKO ENAK TAU;1 tahun yang lalu;0
@riyantowargasipil;"Crypto Aset apakah memang se-"" . . . "" itu bang Ferry?
saya lihat orang2, influencers, artis, content creator dll semua membahasnya dan meng-""iklan""-kan aplikasi atau broker nya. dan orang yang saya kira gak akan ikutan2 pun malah ikutan2an juga mengiklan kan nya, yaitu anda bang Ferry. 😶";1 tahun yang lalu;0
@krisnawan.s;​ @WesleyHuang  Gas ko🔥;4 bulan yang lalu;0
@ruthidajuliati251;Harusnya konten spt ini bisa menjadi acuan kerjasama  pihak 2 terkait utk informasi dan kemajuan wisata indonesia..,.sukses..Kelana  Bentala.;6 bulan yang lalu;0
@user-xo1ld5vx6c;Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu;2 hari yang lalu;1
@Nenzz21;Hadir;1 tahun yang lalu;0
@tinahaloho2644;Wah ini definisi ringkasan gojo menjadi kiko;1 tahun yang lalu;0
@NusantaraDiscovery;Indah dan luar biasa… Semoga kelak bisa berkunjung kesana, aamiiin;2 bulan yang lalu;0
@rustianayuliasni5336;@ kalo semua dikasih back story mungkin jd mini seri kali ya. Tp itu tersirat dr percakapan diantara mereka kok, dan kata2 insult edwin ke jefry itu menohok jeffry banget (which i’m sure that it’s the truth).;6 hari yang lalu;0
@Dapit__;AWOOOOOOOOOOOO;5 bulan yang lalu;0
@ilhamfirdaa;2021 ke Raja Ampat ketemu Bang Putu juga! hahaha jadi gondrong sekarang;7 bulan yang lalu;0
@MuhammadAlfitrahZaki;Terimakasih bang;1 tahun yang lalu;0
@noblesse8190;bang untuk sinyal itukan emng udh dijelasin kalau sengaja sinyalnya dibikin susah disekolab itu biar murid²nya pada ga main hp terus;3 hari yang lalu;0
@DeyanFaqih;Plise bikin ada film kaya narcos dong di indonesia misal nya fredy budyman filmin gitu kaya bakal seru ning;6 hari yang lalu;0
@alvinadrian6412;Dead internet theory is real 🥀🥀;6 hari yang lalu;0
@abualfazid9666;Bahas Bursa karbon dong itu gmana sih maksudnya;1 tahun yang lalu;0
@Ganendraheheheha;Sayaa;1 tahun yang lalu;0
@pujutkatajur9247;Apa yg mau di Bangakan dengan G20 toh tidak ada dampaknya,,yg ada cuma kesengsaraan rakyat,,,,;20 jam yang lalu;0
@adamschannel5637;Yoaimo..;1 tahun yang lalu;0
@dialgeko2408;jujur plot twist ponakannya si jefri udah feeling duluan 🙂;6 hari yang lalu;0
@bayichuchu3613;Jujur aje lu kemaren jujur jujuran jumbo ini pengepungan di bukit duri;4 hari yang lalu;0
@quotesoflife4084;Bang. Bahas obligasi dan saham. Dan lu udah invest di apa saja?;1 tahun yang lalu;0
@firzadurraniyeza;eh sir v tempelin sub sunda nya atuh lier aing mah teu nyaho sunda;2 bulan yang lalu;0
@NickersonFoley-x4e;Min video lu baguss , tetap pilih WETON88 😢;1 hari yang lalu;1
@romyati879;Gojo Enak Tau ,,,,;1 tahun yang lalu;0
@Nurulffcb;WD lancar banget, nggak pake ribet;1 hari yang lalu;1
@muhammadiqbaladiputra4172;Kampung asbaken kaks, de pu wisata bagus;6 bulan yang lalu;0
@Lxt4youu;Hallo bang;1 tahun yang lalu;0
@RenashaNadya;Gojo Satoru penduduk popmie😅😅;1 tahun yang lalu;0
@rismatinambunan3245;Dangke buat dokumenter nya. Setidaknya menikmati keindahan via during;5 bulan yang lalu;0
@rifaldinsaid9255;Sebagai ciri khas indonesia adalah di setiap puncak atau tempat-tempat indah selalu ada lambang love 😅;6 bulan yang lalu;0
@k4des507;Bang udah banggg;1 tahun yang lalu;0
@barrettshaynacuster-m5h;Awal kebangkitan cuan pasti di WETON88;1 hari yang lalu;1
@kristianadventiro;"tp klo menurut gw knp jefri dkk ga nyari cara masuk karena pendidikan mereka kurang bang.

adanya diana di sekolah itu emg rada aneh sih bang, apalagi tiap si edwin ketemu diana pasti ada jefri.";5 hari yang lalu;0
@MamasNgapak;nggak munafik jika dilihat keseluruhan permainan indo vs korsel ini. indonesia masih kalah penguasaan bola. tapi bukan pemain bertahan. jika tak ada finalty bisa dipastikan hanya 0 0 . intinya kemajuan timnas u17 pesat.diatas rata² tim asean;2 minggu yang lalu;0
@zili_haqi;"bang suaranya kok jadi kecil?
ganti mic?";1 tahun yang lalu;0
@mazariegerbera9761;Layar kaca hp saya  pecah karena sudah 3 tahun di pake jadi ga keliatan kacanya pecah;1 hari yang lalu;0
@Rina8ZvtQ;Merasa sangat senang mendapatkan rezeki yang berkah dari 𝘼 𝙀 𝐑 𝑂 𝟪 𝟾! 🐜;1 hari yang lalu;1
@wibowomortri381;Terima kasih penjelasan sarjana dari Mas Fery yg friendly jelas bgt;1 tahun yang lalu;0
@bayufa2410;GOJO ENAK TAU🗿;1 tahun yang lalu;0
@raditcs;Omke gams;6 hari yang lalu;0
@kitchenhousearabianfood8559;Dah jadi es kiko wkwkwkwkw;1 tahun yang lalu;0
@jack-jack-m3s;27 detik;6 hari yang lalu;0
@GameOvertimeGO;Kiko;1 tahun yang lalu;0
@bagusharyo9118;ini dimana dah;5 bulan yang lalu;0
@fiqrihasbullah2923;Wihh mantap bang udah mulai review nendoroid;1 tahun yang lalu;0
@aryasutaid;Anjay cinematic;6 hari yang lalu;0
@shyannejunioramaro-m4w;Geloo 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 Cair terus x100;1 hari yang lalu;1
@AbigailJoanna-m5u;Aku mau mainan gojo nya yang 2 juta😮;6 bulan yang lalu (diedit);0
@dickysaputro9798;mang barkah ikutnya di kelana bentala, kalo arah cuman bang arsal sendirian sama di temani kameramen nya;7 bulan yang lalu (diedit);0
@anggaaditya8382; @RGStyleBali  gua biasa aja, bukan berarti jelek ya tapi gak sebagus itu;6 hari yang lalu;0
@PeytonRollinsrench-s1u;Seru nich  𝐒𝐆𝐈𝟖𝟖 cair terus 😊;1 hari yang lalu;1
@LanAngjKGRz2z;Gak ada obat Bonannja di sini gaciir sadis saldo nambah terus;2 hari yang lalu;1
@RENSZUIZUWAI;Hadir;1 tahun yang lalu;0
@nathannaghatafrizzy261;Hadir;1 tahun yang lalu;0
@fathiralhafizh1721;Hadir;1 tahun yang lalu;0
@HiroojAG2;𝘋 𝘌 𝐖 𝘈 𝘿 𝐎 𝙍 А menyediakan antarmuka yang ramah pengguna. 😞;1 hari yang lalu;1
@popolk763;"Anda tidak paham konteks kiko di video ini karna anda bukan wibu? 
Jadi nasib Gojo di chapter terbaru itu, badan dia kebelah dua kayak kiko. Karna Gojo sering claim bahwa dirinya merupakan yang terkuat, tetapi kenyataannya dia bisa kebelah dua. Jadinya banyak meme  atau bahan candaan dari para wibu/hatters Gojo yang menyamakan Gojo dengan kiko. Ta-tapi 👉👈 Gojo masih ada kemungkinan diselamatkan Author karna Gojo banyak fansnya.";1 tahun yang lalu (diedit);0
@evanrizkyramadhan1338;Hadir;1 tahun yang lalu;0
@realinodaru71;​ @Immalegendthanos69 thx brother;4 hari yang lalu;0
@CarlosMoMQX;sketer muncul terus, auto jepek;1 hari yang lalu;1
@yuriasmu5943;Jadi menambah info..;1 tahun yang lalu;0
@beebee3956;Tetap nyantai pake MI 10T PRO🤣🤣;1 hari yang lalu;0
@fhariraihan8631;bang serius nanya, gw penasaran! di intro lu itu pake kamera insta360 atau pake hp yg dipasang ke badan? btw keren bang intronya🔥🔥;6 hari yang lalu (diedit);0
@TheGilaaaaa;budget 3jt model bisa ga ya bang;3 hari yang lalu;0
@RozakHermanto;Lu ketinggalan info yang sabar ya😊;8 bulan yang lalu;0
@JeinSahuburua-me4ol;Ke Biak bang;3 bulan yang lalu;0
@IksanHamzah-hx5ec;Jeneponto kak;2 bulan yang lalu;0
@budihaspari7883;Takbiran dong😂;3 minggu yang lalu;0
@DianNanay;SUBHANALLAAHH,, INDAH SEKALI CIPTAAN MU YA ALLAHHH😭;3 bulan yang lalu;0
@TyaMcc;Bang di Raja Ampat ada hotel bagus gak?;6 bulan yang lalu;0
@hendrimardianto489;Jernih bgt video ya 😍;5 bulan yang lalu;0
@wahidmuharram1245;Gw kira film ini alur ceritanya tentang pasar bukit duri yang di dekat Jatinegara 😂😂;6 hari yang lalu;0
@PutraTZY-cv1b;23.51 itu pistol apa ya aku mau beli soal nya bagus😮;5 bulan yang lalu;0
@dustinrakawidianantaaslam9231;bang jelasin Sistem Neraca Nasional dongg;1 tahun yang lalu;0
@Hana7ZYmv;Gacur parah, modal receh bisa makswin;1 hari yang lalu;1
@Dapahari4tsj;Nggak bohong, ini beneran bikin cuan;1 hari yang lalu;1
@muhammadhendra1625;"Edwin mencari ponakannya sesuai dengan keterbatasan ilmunya bro, doi cuma guru seni, tahunya ya cuma itu. kecuali klo doi polisi atau dokter, tahu soal tes DNA. Makanya di akhir film kan dijelasin klo dia ""salah orang"". 
mengenai tanda lahir juga gak bisa, tanda lahir hilang di badan jefri yang cacat semua kena cambukan atau apalah yang bikin badannya penuh bekas luka. tetap lebih benar lewat potongan video pendek. 
kesimpulannya : jokan tetap benar, anda tetap salah";3 hari yang lalu;0
@Badariahyqjt;Swert Bonanja gacir parah, wajib coba sih;1 hari yang lalu;1
@GibranMrDwE;maen di sini auto jepe terus, GG banget;1 hari yang lalu;1
@HaidarHayyun-ye6er;kiko enak tau;1 tahun yang lalu;0
@KaizzuIsHere;Tumben beli kiko bg;1 tahun yang lalu;0
@chadbelentafoya-k7v;Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴!;2 hari yang lalu;1
@kartikanovianapaksi7893;Dengan seharga sgtu dan rasanya yang enak bgt udah sangat worth it bgt, semoga bisa ksna aamiin 🤲🏻;5 bulan yang lalu;0
@AguszcmD0;Gak sabar buat main lagi di 𝘼 𝙀 𝑅 𝑂 𝟾 8, karena rezeki datang tak terduga! 🥮;1 hari yang lalu;1
@BobyDN; @ngelantur  ohhh iya bang gw paham😆💀;6 hari yang lalu;0
@FajarRiyadi-h8g;"Kalau boleh ijin saya rangkumkan pertandingan yang sama sama kita lihat: 
1. Timnas Korsel secara individu maupun secara tim, lebih baik daripada timnas 17thn Indonesia. 
2. Walau kalah secara teknis dan fisik, Timnas Indonesia bermain dengan semangat tinggi dan berjuang tanpa lelah. Sehingga Timnas Korsel tidak dapat memanfaat berbagai peluang yang mereka ciptakan.  
3. Dari segala kekurangan dan kelebihan Timnas Indonesia, strategi yang diterapkan oleh Coach & Manager Nova untuk mengandalkan pertahanan dan serangan balik terbukti tepat dan menghasilkan 3 poin. 
 MAJU TERUS....";2 minggu yang lalu (diedit);0
@dolfinusayomi2674;Ini salah satu konten termahal yg saya nonton, mksih bang sdh explor Papua, Saran saya abang harus datang ke DAerah-daerah lain lagi di Papua, Sukses selalu bang..;6 bulan yang lalu;0
@tyasfatman2110;WEDEH KIKO;1 tahun yang lalu;0
@zakifebrim4299;Bang Medy Skill Unlock : Peroasting Handal😂;1 tahun yang lalu;0
@iskandarmuda97;❤;1 tahun yang lalu;0
@panzsikma2106;Ya alloh kiko mahal banget;1 tahun yang lalu;0
@raflyreinaldy8350;Kanjut lucu bgt anjeng wkwkwkw;5 bulan yang lalu;0
@gitaperdana7801;mirib fiersa;6 bulan yang lalu;0
@rudians447;Mirza no 9..tdk cocok jd strwker..;2 minggu yang lalu;0
@paulusrongre2445;Tidak perlu bermain cantik yg penting bisa menang;2 minggu yang lalu;0
@widodoakrom3938;Banyak scarcity yg sebenarnya penipuan contoh berlian dari anglo American deBeers skrng berlian aja bisa dibikin di laboratorium;1 tahun yang lalu (diedit);0
@MrDabboe;Itu makannya perlu ditanya apa ontologi ilmu ekonomi. Bisa nggk digeser paradigmanya. Apa itu kelangkaan? kebutuhan mcm apa yg disebut kelangkaan? Alasan mcm apa shg ia disebut langka? Apakah memang objektif, dlm arti kebutuhan setiap org tdk trbatas? Atau sama sekali subjektif, artinya perorangan saja? Kita bisa mulai dr pertanyaan: Kebutuhan apa yg paling mendasar agar manusia bisa ada? Itu dulu. Nah nntinya, secara retrospektif, bisa dijelaskan kebutuhan2 derivatnya.;1 tahun yang lalu;0
@MedinaTemple-x3z;Yang di tunggu tunggu salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@gisselltaviontripp-x1z;weton88 keren banget 😊;2 hari yang lalu;1
@alhakam5927;Suara sama logat lo percis kayak fiersa bang;6 bulan yang lalu;0
@SaRRaDoZZamp;Wow,,aq terus subscribe,,,kualiti vdeo dn informasi yang menarik,,, teruskan bro;6 bulan yang lalu;0
@FrankRazo-s5n;👍 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 👌;1 hari yang lalu;1
@NossaCh.;bang bahas muslihat;6 hari yang lalu;0
@kitchenhousearabianfood8559;Di bantu hajime;1 tahun yang lalu;0
@KangBurnside-p5c;Terbaik ❤ memang kak , salam Weton88;1 hari yang lalu;1
@Rev4our;Awoo;5 bulan yang lalu;0
@lianurlaela3462;😊😊😊😊;8 bulan yang lalu;0
@Xavier2XAPq;ertepe-nya tinggi banget, nggak nyesel maen;1 hari yang lalu;1
@pandaman7229;kereeeenn cooooookkkkkk;1 tahun yang lalu;0
@user-ln2jm6vr7p;Next gojo satoru versi kiko dong bang 🙏🏻;1 tahun yang lalu;0
@akhmadbaraqbah4317;"penulisan atas penelusuran siapa keponakan Edwin itu juga kureng :
- tidak ada pencarian data siswa di gudang arsip sekolah;
- tidak ada pencarian siapa orang tua siswa yang diduga keponakan;
- yang dikira Krishto adalah keponakan cuman karna dia sopan dan jago gambar? yang dicarikan anak kakaknya, bukan anak Edwin. bahkan kalo anak sendiri belum tentu hobi nya juga sama. come on harusnya plot nya bisa lebih baik lagi.";6 hari yang lalu;0
@Richard1vO8x;Rezeki melimpah datang dari A𝐆𝑈𝘚𝑇О𝐓𝑂,makasih banyak! 🥈;2 hari yang lalu;1
@Kiicill-w3l;awoo;5 bulan yang lalu;0
@Zul92P0Z;Berkat 𝘼 𝙀 𝑅 𝑂 𝟾 8 saya mendapatkan modal yang cukup untuk mewujudkan impian usaha. 🐜;1 hari yang lalu;1
@wahyudichannel01;"Nah Lo darimananya indonesia gelap..
Ini fakta G20 ayolah kita berjuang bersama untuk menyejahterakan bersama pemimpin"" kita yg peduli dengan negaranya dan masyarakat miskin..
🇮🇩❤️🇵🇸";1 hari yang lalu;0
@ZaraUruhZ;Bermain di D 𝘖 Я A 𝟽 𝟳-secara otomatis membuat hati bahagia, rezeki memang sudah ada yang mengatur dan menjamin! 🐂;1 hari yang lalu;1
@azizz1215;Permainan seperti iti kok bisa mensngyaaa;2 minggu yang lalu;0
@Berusaha909;Termasuk kau lah berarti😂😂;21 jam yang lalu;0
@rdcrew1000;Lanjut ke biak Papua Abang ku;7 bulan yang lalu;0
@ClouDy_said;Buset es kiko sekarang kok mahal banget ya😅;1 tahun yang lalu;0
@FoltzMabry-l6g;0:03 Keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@hendabarawu7978;Bg klo udah 10 jt subs unboxing apa bg?;1 tahun yang lalu;0
@Somplaxxx98;Meskipun belum bisa beli, tetap saya tonton. Semoga kelak saya bisa beli sesuatu dg harga mahal namun tidak merasa keberatan ❤;1 hari yang lalu;0
@Abgarvzgg;Gila, dapet petir merah brusan di Gates;1 hari yang lalu;1
@DahLah3393;Hadirrr;1 tahun yang lalu;0
@Elixm61;"Terimakasih Tuhan sudah menciptakan pulau Papua yang penuh misteri ini. 
Terimakasih bang untuk video ini. Salam Amole (bhs Mimika-Puncak Papua)";4 bulan yang lalu;0
@SepuhMugiwaraPirates;Ga ada waktu bg;6 hari yang lalu;0
@datex_1250;Epicc😭;7 bulan yang lalu;0
@yarelihenrybartley-c6p;Maaf terlambat bang semangat ya Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe;2 hari yang lalu;1
@Sijapops;Wede lagi hari ini, gacir banget sih ini;1 hari yang lalu;1
@Achelo26;​ @ArsalBahtiar Oke kawan kami tunggu kedatangan anda kawan;6 bulan yang lalu;0
@keieienaiei;seperti di film moana, pulau pulau kecil dan beberapa merupakan karang, laut yang sebagai penyatu mereka bukan pemisah,  takjub sekali dengan pemandangan dan keasrian alamnya yang masih terjaga, dan filosofi hidup orang papua menghormati nenek moyang, dimana nenek moyang bukan hanya manusia, tapi tanah yang dipijak dan sumberdaya yang ada didalamnya, semoga keindahan ini masih akan terus dapat kita warisi kedepannya😻;3 bulan yang lalu;0
@AttharentCar;01;1 tahun yang lalu;0
@RENIUHGH;Ok😁😄;1 tahun yang lalu;0
@Syafiqgl5yn;menang besar banget di 𝘿 О 𝐑 A 𝟩 𝟽,recommended banget buat yang cari hiburan! 🍹;2 hari yang lalu;1
@jasminkaspaola9274;salfok sama bendera argentina;6 bulan yang lalu;0
@Inisjal_R;29:25 ih colok colokan;2 minggu yang lalu;0
@ngelantur; @diazjubairy1729  nah ada yang paham lagi 🗿;6 hari yang lalu;0
@kudanilterbang3484;​ @Immalegendthanos69 thanks bang, sekarang jd ayang gw;6 hari yang lalu;0
@MatthewalleX;HI MEDY;1 tahun yang lalu (diedit);0
@Shyylaapnt4;Awalnya coba-coba, eh malah untung gede;1 hari yang lalu;1
@cikalbakalsasmithapuan4748;🎉🎉;5 bulan yang lalu;0
@saylendra0777;🗿🗿;1 tahun yang lalu;0
@rofiur__;Gua sebagai maba administrasi publik ngerasa kebantu banget bang, soalnya jujur gua lebih paham dari konten lu daripada dosen pengantar ilmu ekonomi gua sendiri, entah karena visualnya atau emang urutan urutan materi yang lu bagiin mudah dipahami bagi orang awam;1 tahun yang lalu;0
@peyote581;Film paling jelek nya jokan imho;6 hari yang lalu;0
@MonkeyKing90;🅿️🆄🅻🅰️🆄777 selalu punya fitur keren;1 hari yang lalu;1
@PenikmatY;Up ini yang bener, soalnya seingatku juga begini... Gak terjadi secara kebetulan;6 hari yang lalu;0
@rrv782;gara2 lu gua jadi kepo dan nyari channel yg bahas manga terbaru. kecewa sih klo gojo malah mati 😢;1 tahun yang lalu;0
@zidanfadil3545;" @rommycomrade6286  iya juga. Klo dipikir pikir rakyat indo sering menormalisasi kesalahan dengan kesalahan yg lebih besar
Dan yg paling sering dijadikan pembanding ya koruptor 😂";1 tahun yang lalu (diedit);0
@Ningrat-k3u;Sehat selalu bapak presiden🇮🇩💚💚💚💚💚💚;1 hari yang lalu;0
@KresnaepVxA;Baru coba, lgsng jepe pertama kali;1 hari yang lalu;1
@SYA_Xx;Bang meddyyyyyyy dri pada unboxing kiko mending tulang lab ipa yg harganya ga ngotak (Ainz ooal gown) overlord;1 tahun yang lalu;0
@andisindru4108;Kiko satoru wkwkwkwwkwkwkwwkwkwkwkwkwkwkwk;1 tahun yang lalu;0
@raflyilhm;first;1 tahun yang lalu;0
@HermanBengkulu777;500 orang pertama yang ingin jadi es kiko;1 tahun yang lalu;0
@Aiki27;bang timothy, review film bloodbrothers: bara naga bang;6 hari yang lalu;0
@pluviophile_4631;😢;1 tahun yang lalu;0
@IndramgzCv;Swert Bonanja gacir hari ini, wede 5 juta;22 jam yang lalu;1
@sudheervijju8233;🅿️🆄🅻🅰️🆄777 selalu punya fitur keren;1 hari yang lalu;1
@GriffinnFjHK;Wede aman, petir merah bikin mekswin;1 hari yang lalu;1
@utang4794;Mirza satu lawan satu tidak gol kelihatan sekali tidak percaya diri;3 minggu yang lalu;0
@LiamyzlCW;А𝐺U𝘚𝑇O𝘛𝐎menawarkan pengalaman yang efisien dan ringkas. 🍕;1 hari yang lalu;1
@niaramadhani1275;Kerenn;1 tahun yang lalu;0
@craft271alt;Yah gimana lagi,dah jadi meme;1 tahun yang lalu;0
@syifalakilaki6354;Oh ya gw tau kenapa yang 10 JT itu kiko karena gojo dah jadi kiko😂😂😂😂;1 tahun yang lalu;0
@NoMedic19;"Kata² ""dekk"". Seketika saya berfikir ini bukan petualangan untuk anak² 😂";3 bulan yang lalu;0
@michaeldaud4326;Biak kaka ke de punya kali biru;5 bulan yang lalu;0
@MrHungguan;​ @dgany869 98.05 itu radio cakrawala dijakarta lebih fokus lagu2 mandarin pada masanya mang yg punya chinese;5 hari yang lalu;0
@Arsenalfan1405;Awal 2000an banget itu. Bajakannya doang sih sekarang yang ada 🤣🤣;5 hari yang lalu;0
@yourfriendmifh;Balajar ekonomi dasar,ya dagang bergelut dengan ekonomi;1 tahun yang lalu;0
@tocamikalife6307;Bang cukup trauma saya;1 tahun yang lalu (diedit);0
@rizkyabdillah9704;Bang nnton film judulnya armored deh, itu film jga bagus , tema filmnya lagi terkepung, tapi pihak antagonis dan protagonis nya sama” nyari jalan buat tujuanya, antagonis nya pengen nangkap di protagonis tpi ga bsa karna terkunci di dalam mobil brankas, sebaliknya protagonis berpikir gmna caranya kabur dari kepungan antagonis di dalam mobil brankas. Dan ceritanya masih lebih masuk akal dari pengepungan di bukit duri. Tpi walau gtu, film jokan yg satu ini masi tetep bagus kok bagiku;5 hari yang lalu;0
@CelesAcc;Aku;1 tahun yang lalu;0
@RowanEwC95;sketer sering keluar, jepek terus jadinya;1 hari yang lalu;1
@HadijRwg4;Parah! Main di 𝘋 E 𝙒 𝘼 𝘋 O 𝑅 𝐴 bikin ketagihan banget! 🔂;2 hari yang lalu;1
@fkgaming2988;Waduh;1 tahun yang lalu;0
@dragilxcom4176;Berita terakhir BYD diganggu ormas... Prioritasnya presiden dimana sih? mau undang investor tapi ormas preman gk kunjung diberantas, kemendagri gk ada suara atau gebrakannya. Jg korupsi berjamaah di birokrasi dan aparat gak ada solusi apapun. Jgn ngimpi2 aja yg masih jauh, belek nutupin mata diberesin dulu.;1 hari yang lalu;0
@mariaranggitrisnandaputri408;Merauke kk;5 bulan yang lalu;0
@MinorSargent-w3e;Gak pernah kecewa nonton video kamu! Selalu bermanfaat dan seru! dp 5k di Weton88;1 hari yang lalu;1
@violetlunardevi;Top banget 𝐁𝐓𝐕❶❻❽, jepe tiada henti.;1 hari yang lalu;1
@fathurrayyan7637;Asik cok dj nya 08:42;5 bulan yang lalu;0
@FaizlirZ172;telat 3 bulan gak ngaruh;2 bulan yang lalu;0
@RendySea;Bang Medy Tolong Dong Review Gundam Amazing Exia HG Soalnya Konten Gundam Abang seru Semua,Btw Semangat Terus😁😁😁;1 tahun yang lalu;0
@mehumanusia9000;Terimakasih Oda sensei.;6 hari yang lalu;0
@DavidFP6Gj;Setiap hari selalu ada kejutan di 𝐴 E R 𝙊 8 𝟪! Bikin penasaran! 😗;2 hari yang lalu;1
@JanGibbsrench-b8v;Sukaaa bangettt sama ⭐𝐒𝐆𝐈𝟖𝟖;1 hari yang lalu;1
@hakisrinoto4523;Yaa Allah..... Atas Ridho dan kuasaMU, jadikanlah kami rakyat Indonesia, rakyat yang makmur dan sll mendapatkan keberkahan dariMU...... Aamiin 🤲🙏;17 jam yang lalu;0
@agustriana0887;"Dalam sepakbola atau game ada yg namanya hoki. Nah dalam game  ini indo emng dapat hoki bagus. Akuin aja jgn gengsi. 
Bola kena tiang gawang itu bisa bawa sial. Contohnya di game ini. 
Tapi intinya kalo timnas main tetep dukung terus, kalah menang dan siapapun pelatihnya.";3 minggu yang lalu;0
@achmadmaulana3595;@luthfi halimawan  bg sudah liatlah nazmi viral dia sodorin tytydnya ke teman cowoknya 🤮🤮🤮;5 bulan yang lalu;0
@PaulBangun;"PRESIDEN PRABOWO ADALAH PRESIDEN TERBAIK YG PERNAH ADA DI INDONESIA.
GOD BLESS MR PRESIDENT👃👃👃";1 hari yang lalu;0
@Ponselpaliat-f3g;bang ini puasa bang😂;1 bulan yang lalu;0
@ryhnlxa;Yeyyy🎉;5 bulan yang lalu;0
@usoulismine;hadir;1 tahun yang lalu;0
@meeraft49;bang bisa review Bloodbrother gak bang filem malaysia yang latest dibuat oleh syafiq yusof. gw udah nonton keren banget coii;6 hari yang lalu;0
@dzaki8331;tolong direport guys;6 hari yang lalu;0
@ferryschannel1956;" @secretmember6273  namanya juga plot twist.. klo dia sdh ketahuan takut diapa2in ya sdh ketahuan dong sama penonton. di ending Bu Diana malah menghilang kan ?
dan kenapa dia pengen banget mengajak keluar malam itu.. sedangkan Jeffry dkk sdh siap di bawah seakan sdh stand by menunggu krn saat itu Bu Diana menelpon Edwin. hrsnya Jeffry dkk ga stand by gitu juga di depan pintu seakan tau Bu Diana sdg menelpon Edwin. dan akhirnya Edwin menyarankan besok ketemu di sekolah..
Jeffry dkk kok bsa tahu kalau Edwin dan Kristo berada di sekolah. pdhl Edwin mengajak Kristo saat Jeffry dkk sdh keluar kelas.";4 hari yang lalu (diedit);0
@LabuapiGenerasi;Pelatih itu pasti lebih paham keadaan lapangan dari pada komen komen yg gakbermutu apalagi di toel;3 minggu yang lalu;0
@mahasiswauiqibogor;Alhamdulillah;2 minggu yang lalu;0
@Haikalgg77;9:15 💀💀💀💀💀💀💀;10 bulan yang lalu;0
@Amed-p5p;Kirain yg paling populer pemimpin Demo mahasewa;1 hari yang lalu;0
@afrizalenjang2687;Alay😅;6 bulan yang lalu;0
@genaldirf;09:56 bang gua tadi nonton speaker nya keras loh di depan keluarga gua.. kacau dah;1 tahun yang lalu;0
@nooraini3992;salam dri malaysia , adakah ini the next fiersa besari ? kerennnn;3 bulan yang lalu;0
@zahraariansyah3013;Bang sesekali ultra act ultraman tiga sesekali ultraman lah bang;1 tahun yang lalu;0
@sayemanusia;Aku!!!;1 tahun yang lalu;0
@metamorfora;Beberapa video terakhir ini intronya gila banget sih. Sejak ORB ga sih? Dulu2 kan intronya emang sesuai film, tapi ga terlalu editing yg gimana. Akhir2 ini ngegambarin banget filmnya kek gimana kwwk. Jadi makin excited nonton reviewnya.;6 hari yang lalu;0
@Jaeman2110;Yg msk diakal cuma 1, 2 sama 6, sisanya gk msk diakal wkwk;5 hari yang lalu;0
@videorandom-m7r;Kalo kuliner legend itu di kompleks tembok berlin;6 bulan yang lalu;0
@marvellinus4058;bang kurang;1 tahun yang lalu;0
@escalantemartinasweet-r1u;✨ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ✨;2 hari yang lalu;1
@cln20;"Dan fyi gw abis nnton film ini muntah njir😂 mnurut gw action nya terlalu banyak cut&di shaking gitu cinematography nya sorry cuma cakep di trailer doang trnyata. 
Coba deh tim lo tonton film korea ori netflix carter judulnya lo tonton filmnya di home theater lo scr deket dan rasain itu yg gw rasain slama nnton pengepungan di bukit duri ini slama di bioskop sumpah gk senyaman dan semenarik nonton film action lainnya apalgi yg ada real aktor action gitu yah kyk the raid itu brutal mampus tpi gw enjoy bgt sih nonton nya";5 hari yang lalu;0
@martobardifin-u6q;Bang review film rumah untuk alie bang;5 hari yang lalu;0
@SatyaBIjqy;Gacur parah, udh wede berkali-kali;1 hari yang lalu;1
@Rizaldotid__;Gojo, enak tau;1 tahun yang lalu;0
@naufalalfarisi6239;gue;1 tahun yang lalu;0
@DamarqJH0f;maen santai, jepe terus di sini;21 jam yang lalu;1
@omorihibiki9986;Ngikut;1 tahun yang lalu;0
@YudistiraPradipta-pc6dm;bro sedang memasak dengan membuat intro 😂😂;6 hari yang lalu;0
@CarlosCfp7A;Swert Bonanja gacir pol, auto wede;1 hari yang lalu;1
@devino.edizzz;Iy;1 tahun yang lalu;0
